acceptance_rate,accepted_correct,accepted_incorrect,accepted_range_coverage,accepted_rounds,accepted_series_fraction,accepted_series_macro_coverage,accepted_source_fraction,accepted_source_macro_coverage,correct_acceptance_rate,fold,incorrect_acceptance_rate,method,overall_range_coverage,positive_rounds,rejected_range_coverage,rejected_rounds,rounds,target
0.764,165,26,0.8638743455497382,191,0.859504132231405,0.8251602564102564,0.9436619718309859,0.8272210376687988,0.66,2,0.104,lightgbm_sourcebalanced_compact,0.792,198,0.559322033898305,59,250,accept_0.75
0.728,164,18,0.9010989010989011,182,0.7933884297520661,0.8847222222222222,0.8873239436619719,0.8751322751322751,0.656,3,0.072,lightgbm_sourcebalanced_compact,0.816,204,0.5882352941176471,68,250,accept_0.75
0.78,173,22,0.8871794871794871,195,0.8536585365853658,0.89,0.8888888888888888,0.8760416666666667,0.692,4,0.088,lightgbm_sourcebalanced_compact,0.824,206,0.6,55,250,accept_0.75
0.7269076305220884,163,18,0.9005524861878453,181,0.8524590163934426,0.8939102564102565,0.9154929577464789,0.8669230769230769,0.6546184738955824,5,0.07228915662650602,lightgbm_sourcebalanced_compact,0.8313253012048193,207,0.6470588235294118,68,249,accept_0.75
0.776,180,14,0.9278350515463918,194,0.8429752066115702,0.9158496732026143,0.9014084507042254,0.8964962121212121,0.72,1,0.056,lightgbm_sourcebalanced_compact,0.848,212,0.5714285714285714,56,250,accept_0.80
0.812,173,30,0.8522167487684729,203,0.9008264462809917,0.8152905198776759,0.9577464788732394,0.8280462184873949,0.692,2,0.12,lightgbm_sourcebalanced_compact,0.792,198,0.5319148936170213,47,250,accept_0.80
0.776,172,22,0.8865979381443299,194,0.8264462809917356,0.8743333333333333,0.9154929577464789,0.8558974358974359,0.688,3,0.088,lightgbm_sourcebalanced_compact,0.816,204,0.5714285714285714,56,250,accept_0.80
0.836,181,28,0.8660287081339713,209,0.8861788617886179,0.8599388379204893,0.9166666666666666,0.8388167388167388,0.724,4,0.112,lightgbm_sourcebalanced_compact,0.824,206,0.6097560975609756,41,250,accept_0.80
0.8032128514056225,180,20,0.9,200,0.9098360655737705,0.8855855855855855,0.9577464788732394,0.8556372549019607,0.7228915662650602,5,0.08032128514056225,lightgbm_sourcebalanced_compact,0.8313253012048193,207,0.5510204081632653,49,249,accept_0.80
0.828,189,18,0.9130434782608695,207,0.8925619834710744,0.8881172839506173,0.9154929577464789,0.8827039627039627,0.756,1,0.072,lightgbm_sourcebalanced_compact,0.848,212,0.5348837209302325,43,250,accept_0.85
0.872,181,37,0.8302752293577982,218,0.9256198347107438,0.7928571428571428,0.9577464788732394,0.8029761904761905,0.724,2,0.148,lightgbm_sourcebalanced_compact,0.792,198,0.53125,32,250,accept_0.85
0.812,179,24,0.8817733990147784,203,0.8760330578512396,0.8672955974842768,0.9577464788732394,0.8561274509803921,0.716,3,0.096,lightgbm_sourcebalanced_compact,0.816,204,0.5319148936170213,47,250,accept_0.85
0.884,188,33,0.8506787330316742,221,0.9105691056910569,0.8459821428571429,0.9305555555555556,0.8118692253020611,0.752,4,0.132,lightgbm_sourcebalanced_compact,0.824,206,0.6206896551724138,29,250,accept_0.85
0.8554216867469879,190,23,0.892018779342723,213,0.9344262295081968,0.8739766081871345,0.9859154929577465,0.8373809523809523,0.7630522088353414,5,0.09236947791164658,lightgbm_sourcebalanced_compact,0.8313253012048193,207,0.4722222222222222,36,249,accept_0.85
0.876,192,27,0.8767123287671232,219,0.9090909090909091,0.8565151515151516,0.9154929577464789,0.8473193473193473,0.768,1,0.108,lightgbm_sourcebalanced_compact,0.848,212,0.6451612903225806,31,250,accept_0.90
0.932,192,41,0.8240343347639485,233,0.9586776859504132,0.7817528735632184,0.971830985915493,0.7811939268461008,0.768,2,0.164,lightgbm_sourcebalanced_compact,0.792,198,0.35294117647058826,17,250,accept_0.90
0.844,186,25,0.8815165876777251,211,0.9008264462809917,0.8648318042813455,0.9577464788732394,0.8514705882352941,0.744,3,0.1,lightgbm_sourcebalanced_compact,0.816,204,0.46153846153846156,39,250,accept_0.90
0.936,197,37,0.8418803418803419,234,0.959349593495935,0.8298022598870056,0.9722222222222222,0.7887414965986395,0.788,4,0.148,lightgbm_sourcebalanced_compact,0.824,206,0.5625,16,250,accept_0.90
0.9156626506024096,201,27,0.881578947368421,228,0.9590163934426229,0.8686609686609686,0.9859154929577465,0.8238888888888889,0.8072289156626506,5,0.10843373493975904,lightgbm_sourcebalanced_compact,0.8313253012048193,207,0.2857142857142857,21,249,accept_0.90
0.696,160,14,0.9195402298850575,174,0.768595041322314,0.9077060931899642,0.8732394366197183,0.8982078853046594,0.64,1,0.056,logistic_full,0.848,212,0.6842105263157895,76,250,accept_0.70
0.704,153,23,0.8693181818181818,176,0.768595041322314,0.8435483870967742,0.9014084507042254,0.8119791666666667,0.612,2,0.092,logistic_full,0.792,198,0.6081081081081081,74,250,accept_0.70
0.692,161,12,0.930635838150289,173,0.7520661157024794,0.9195970695970695,0.8591549295774648,0.9038251366120219,0.644,3,0.048,logistic_full,0.816,204,0.5584415584415584,77,250,accept_0.70
0.704,160,16,0.9090909090909091,176,0.7317073170731707,0.8942592592592593,0.8055555555555556,0.8844827586206897,0.64,4,0.064,logistic_full,0.824,206,0.6216216216216216,74,250,accept_0.70
0.7068273092369478,157,19,0.8920454545454546,176,0.7622950819672131,0.8933691756272402,0.8591549295774648,0.8701275045537341,0.6305220883534136,5,0.07630522088353414,logistic_full,0.8313253012048193,207,0.684931506849315,73,249,accept_0.70
0.74,168,17,0.9081081081081082,185,0.7933884297520661,0.9019097222222222,0.9014084507042254,0.8922743055555555,0.672,1,0.068,logistic_full,0.848,212,0.676923076923077,65,250,accept_0.75
0.748,160,27,0.8556149732620321,187,0.8016528925619835,0.8268041237113402,0.9154929577464789,0.798974358974359,0.64,2,0.108,logistic_full,0.792,198,0.6031746031746031,63,250,accept_0.75
0.74,169,16,0.9135135135135135,185,0.8181818181818182,0.9016835016835016,0.9154929577464789,0.8874358974358975,0.676,3,0.064,logistic_full,0.816,204,0.5384615384615384,65,250,accept_0.75
0.76,173,17,0.9105263157894737,190,0.8211382113821138,0.8968646864686468,0.8472222222222222,0.8917252146760344,0.692,4,0.068,logistic_full,0.824,206,0.55,60,250,accept_0.75
0.7630522088353414,168,22,0.8842105263157894,190,0.819672131147541,0.88,0.8873239436619719,0.8525573192239859,0.6746987951807228,5,0.08835341365461848,logistic_full,0.8313253012048193,207,0.6610169491525424,59,249,accept_0.75
0.796,179,20,0.8994974874371859,199,0.859504132231405,0.8918269230769231,0.9295774647887324,0.877020202020202,0.716,1,0.08,logistic_full,0.848,212,0.6470588235294118,51,250,accept_0.80
0.812,172,31,0.8472906403940886,203,0.8760330578512396,0.8124213836477987,0.9577464788732394,0.7803921568627451,0.688,2,0.124,logistic_full,0.792,198,0.5531914893617021,47,250,accept_0.80
0.764,173,18,0.9057591623036649,191,0.8264462809917356,0.8926666666666667,0.9154929577464789,0.8746153846153846,0.692,3,0.072,logistic_full,0.816,204,0.5254237288135594,59,250,accept_0.80
0.82,183,22,0.8926829268292683,205,0.8699186991869918,0.8876947040498442,0.8611111111111112,0.8679339477726574,0.732,4,0.088,logistic_full,0.824,206,0.5111111111111111,45,250,accept_0.80
0.8112449799196787,178,24,0.8811881188118812,202,0.8524590163934426,0.8770833333333333,0.9154929577464789,0.8409401709401709,0.714859437751004,5,0.0963855421686747,logistic_full,0.8313253012048193,207,0.6170212765957447,47,249,accept_0.80
0.844,187,24,0.8862559241706162,211,0.8677685950413223,0.8801587301587301,0.9295774647887324,0.8628787878787879,0.748,1,0.096,logistic_full,0.848,212,0.6410256410256411,39,250,accept_0.85
0.86,182,33,0.8465116279069768,215,0.9008264462809917,0.8120795107033639,0.971830985915493,0.7796411318150449,0.728,2,0.132,logistic_full,0.792,198,0.45714285714285713,35,250,accept_0.85
0.82,180,25,0.8780487804878049,205,0.8677685950413223,0.8577777777777778,0.9577464788732394,0.8264705882352941,0.72,3,0.1,logistic_full,0.816,204,0.5333333333333333,45,250,accept_0.85
0.856,187,27,0.8738317757009346,214,0.8861788617886179,0.8698776758409786,0.8888888888888888,0.8473214285714286,0.748,4,0.108,logistic_full,0.824,206,0.5277777777777778,36,250,accept_0.85
0.8714859437751004,188,29,0.8663594470046083,217,0.9098360655737705,0.8585585585585586,0.971830985915493,0.8105475040257649,0.7550200803212851,5,0.11646586345381527,logistic_full,0.8313253012048193,207,0.59375,32,249,accept_0.85
0.904,197,29,0.8716814159292036,226,0.9256198347107438,0.8556547619047619,0.9577464788732394,0.8363795518207283,0.788,1,0.116,logistic_full,0.848,212,0.625,24,250,accept_0.90
0.912,191,37,0.8377192982456141,228,0.9504132231404959,0.7928985507246377,1.0,0.7729376257545272,0.764,2,0.148,logistic_full,0.792,198,0.3181818181818182,22,250,accept_0.90
0.864,186,30,0.8611111111111112,216,0.9090909090909091,0.8407575757575757,0.971830985915493,0.8164251207729468,0.744,3,0.12,logistic_full,0.816,204,0.5294117647058824,34,250,accept_0.90
0.912,196,32,0.8596491228070176,228,0.9349593495934959,0.8447826086956521,0.9305555555555556,0.817093105899076,0.784,4,0.128,logistic_full,0.824,206,0.45454545454545453,22,250,accept_0.90
0.9116465863453815,195,32,0.8590308370044053,227,0.9344262295081968,0.8451754385964912,1.0,0.7926447574334898,0.7831325301204819,5,0.1285140562248996,logistic_full,0.8313253012048193,207,0.5454545454545454,22,249,accept_0.90
0.68,161,9,0.9470588235294117,170,0.7520661157024794,0.9318681318681319,0.8591549295774648,0.9218579234972678,0.644,1,0.036,histgb_full,0.848,212,0.6375,80,250,accept_0.70
0.748,164,23,0.8770053475935828,187,0.7933884297520661,0.8397569444444445,0.8873239436619719,0.8277777777777777,0.656,2,0.092,histgb_full,0.792,198,0.5396825396825397,63,250,accept_0.70
0.672,154,14,0.9166666666666666,168,0.71900826446281,0.9063218390804598,0.8873239436619719,0.8862433862433863,0.616,3,0.056,histgb_full,0.816,204,0.6097560975609756,82,250,accept_0.70
0.704,161,15,0.9147727272727273,176,0.7967479674796748,0.9066326530612245,0.8333333333333334,0.9022222222222223,0.644,4,0.06,histgb_full,0.824,206,0.6081081081081081,74,250,accept_0.70
0.6987951807228916,157,17,0.9022988505747126,174,0.8524590163934426,0.8934294871794872,0.9154929577464789,0.8708547008547008,0.6305220883534136,5,0.06827309236947791,histgb_full,0.8313253012048193,207,0.6666666666666666,75,249,accept_0.70
0.744,170,16,0.9139784946236559,186,0.7768595041322314,0.9024822695035462,0.8873239436619719,0.8956469456469457,0.68,1,0.064,histgb_full,0.848,212,0.65625,64,250,accept_0.75
0.788,174,23,0.883248730964467,197,0.8512396694214877,0.8521035598705502,0.9436619718309859,0.8481876332622601,0.696,2,0.092,histgb_full,0.792,198,0.4528301886792453,53,250,accept_0.75
0.716,164,15,0.9162011173184358,179,0.768595041322314,0.9096774193548387,0.9014084507042254,0.8880208333333334,0.656,3,0.06,histgb_full,0.816,204,0.5633802816901409,71,250,accept_0.75
0.768,172,20,0.8958333333333334,192,0.8455284552845529,0.8915064102564103,0.875,0.8806122448979592,0.688,4,0.08,histgb_full,0.824,206,0.5862068965517241,58,250,accept_0.75
0.7349397590361446,165,18,0.9016393442622951,183,0.860655737704918,0.8912698412698413,0.9295774647887324,0.8697811447811448,0.6626506024096386,5,0.07228915662650602,histgb_full,0.8313253012048193,207,0.6363636363636364,66,249,accept_0.75
0.804,181,20,0.900497512437811,201,0.8347107438016529,0.900990099009901,0.9154929577464789,0.8873193473193474,0.724,1,0.08,histgb_full,0.848,212,0.6326530612244898,49,250,accept_0.80
0.824,177,29,0.8592233009708737,206,0.8925619834710744,0.8195987654320988,0.9577464788732394,0.8250350140056022,0.708,2,0.116,histgb_full,0.792,198,0.4772727272727273,44,250,accept_0.80
0.76,169,21,0.8894736842105263,190,0.8016528925619835,0.8798969072164948,0.9014084507042254,0.8697916666666666,0.676,3,0.084,histgb_full,0.816,204,0.5833333333333334,60,250,accept_0.80
0.812,179,24,0.8817733990147784,203,0.8455284552845529,0.8778846153846154,0.875,0.868442932728647,0.716,4,0.096,histgb_full,0.824,206,0.574468085106383,47,250,accept_0.80
0.8032128514056225,179,21,0.895,200,0.8934426229508197,0.8788990825688073,0.9577464788732394,0.8515522875816993,0.7188755020080321,5,0.08433734939759036,histgb_full,0.8313253012048193,207,0.5714285714285714,49,249,accept_0.80
0.848,191,21,0.9009433962264151,212,0.8677685950413223,0.8965079365079365,0.9295774647887324,0.8766528925619834,0.764,1,0.084,histgb_full,0.848,212,0.5526315789473685,38,250,accept_0.85
0.876,184,35,0.8401826484018264,219,0.9090909090909091,0.7925757575757576,0.971830985915493,0.7853002070393375,0.736,2,0.14,histgb_full,0.792,198,0.45161290322580644,31,250,accept_0.85
0.808,178,24,0.8811881188118812,202,0.859504132231405,0.86875,0.9436619718309859,0.8539800995024875,0.712,3,0.096,histgb_full,0.816,204,0.5416666666666666,48,250,accept_0.85
0.86,187,28,0.8697674418604651,215,0.9024390243902439,0.8572072072072072,0.9305555555555556,0.8295309168443497,0.748,4,0.112,histgb_full,0.824,206,0.5428571428571428,35,250,accept_0.85
0.8594377510040161,189,25,0.883177570093458,214,0.9098360655737705,0.878078078078078,0.9577464788732394,0.8505135387488328,0.7590361445783133,5,0.10040160642570281,histgb_full,0.8313253012048193,207,0.5142857142857142,35,249,accept_0.85
0.884,196,25,0.8868778280542986,221,0.8842975206611571,0.8948598130841121,0.9295774647887324,0.8748130657221567,0.784,1,0.1,histgb_full,0.848,212,0.5517241379310345,29,250,accept_0.90
0.944,193,43,0.8177966101694916,236,0.9669421487603306,0.7608262108262108,1.0,0.7521462105969148,0.772,2,0.172,histgb_full,0.792,198,0.35714285714285715,14,250,accept_0.90
0.864,188,28,0.8703703703703703,216,0.9008264462809917,0.8668195718654435,0.971830985915493,0.8418909592822637,0.752,3,0.112,histgb_full,0.816,204,0.47058823529411764,34,250,accept_0.90
0.9,194,31,0.8622222222222222,225,0.926829268292683,0.8529239766081871,0.9444444444444444,0.8266456582633053,0.776,4,0.124,histgb_full,0.824,206,0.48,25,250,accept_0.90
0.9116465863453815,197,30,0.8678414096916299,227,0.9508196721311475,0.8586206896551725,0.971830985915493,0.8236945019553715,0.7911646586345381,5,0.12048192771084337,histgb_full,0.8313253012048193,207,0.45454545454545453,22,249,accept_0.90
0.696,163,11,0.9367816091954023,174,0.743801652892562,0.9203703703703704,0.8309859154929577,0.9052388289676425,0.652,1,0.044,lightgbm_full,0.848,212,0.6447368421052632,76,250,accept_0.70
0.728,164,18,0.9010989010989011,182,0.7933884297520661,0.8744791666666667,0.9014084507042254,0.8729166666666667,0.656,2,0.072,lightgbm_full,0.792,198,0.5,68,250,accept_0.70
0.68,155,15,0.9117647058823529,170,0.7520661157024794,0.8952380952380953,0.9014084507042254,0.8692708333333333,0.62,3,0.06,lightgbm_full,0.816,204,0.6125,80,250,accept_0.70
0.704,161,15,0.9147727272727273,176,0.7804878048780488,0.9140625,0.8472222222222222,0.9067525370804059,0.644,4,0.06,lightgbm_full,0.824,206,0.6081081081081081,74,250,accept_0.70
0.6947791164658634,157,16,0.9075144508670521,173,0.8360655737704918,0.8946078431372549,0.9154929577464789,0.8738461538461538,0.6305220883534136,5,0.0642570281124498,lightgbm_full,0.8313253012048193,207,0.6578947368421053,76,249,accept_0.70
0.744,172,14,0.9247311827956989,186,0.7851239669421488,0.9122807017543859,0.8450704225352113,0.8901515151515151,0.688,1,0.056,lightgbm_full,0.848,212,0.625,64,250,accept_0.75
0.772,170,23,0.8808290155440415,193,0.8512396694214877,0.8441747572815534,0.9436619718309859,0.8338308457711443,0.68,2,0.092,lightgbm_full,0.792,198,0.49122807017543857,57,250,accept_0.75
0.724,165,16,0.9116022099447514,181,0.7851239669421488,0.899298245614035,0.9014084507042254,0.8697916666666666,0.66,3,0.064,lightgbm_full,0.816,204,0.5652173913043478,69,250,accept_0.75
0.752,172,16,0.9148936170212766,188,0.8211382113821138,0.9133663366336634,0.8611111111111112,0.905568356374808,0.688,4,0.064,lightgbm_full,0.824,206,0.5483870967741935,62,250,accept_0.75
0.7590361445783133,169,20,0.8941798941798942,189,0.860655737704918,0.8817460317460317,0.9295774647887324,0.8588383838383838,0.678714859437751,5,0.08032128514056225,lightgbm_full,0.8313253012048193,207,0.6333333333333333,60,249,accept_0.75
0.796,180,19,0.9045226130653267,199,0.8181818181818182,0.8880471380471381,0.8732394366197183,0.8678885630498534,0.72,1,0.076,lightgbm_full,0.848,212,0.6274509803921569,51,250,accept_0.80
0.828,178,29,0.8599033816425121,207,0.9008264462809917,0.8207951070336391,0.9577464788732394,0.8154761904761905,0.712,2,0.116,lightgbm_full,0.792,198,0.46511627906976744,43,250,accept_0.80
0.78,175,20,0.8974358974358975,195,0.8429752066115702,0.8866013071895424,0.9295774647887324,0.8472222222222222,0.7,3,0.08,lightgbm_full,0.816,204,0.5272727272727272,55,250,accept_0.80
0.792,179,19,0.9040404040404041,198,0.8373983739837398,0.8985436893203883,0.8611111111111112,0.8894393241167434,0.716,4,0.076,lightgbm_full,0.824,206,0.5192307692307693,52,250,accept_0.80
0.8072289156626506,179,22,0.8905472636815921,201,0.8688524590163934,0.8864779874213836,0.9295774647887324,0.8647306397306397,0.7188755020080321,5,0.08835341365461848,lightgbm_full,0.8313253012048193,207,0.5833333333333334,48,249,accept_0.80
0.844,189,22,0.8957345971563981,211,0.8677685950413223,0.8928571428571429,0.9154929577464789,0.8716783216783217,0.756,1,0.088,lightgbm_full,0.848,212,0.5897435897435898,39,250,accept_0.85
0.868,182,35,0.8387096774193549,217,0.9256198347107438,0.7888392857142857,0.9859154929577465,0.7783673469387755,0.728,2,0.14,lightgbm_full,0.792,198,0.48484848484848486,33,250,accept_0.85
0.82,183,22,0.8926829268292683,205,0.8842975206611571,0.8778816199376948,0.9577464788732394,0.8561274509803921,0.732,3,0.088,lightgbm_full,0.816,204,0.4666666666666667,45,250,accept_0.85
0.844,188,23,0.8909952606635071,211,0.8699186991869918,0.8861370716510903,0.8888888888888888,0.877529761904762,0.752,4,0.092,lightgbm_full,0.824,206,0.46153846153846156,39,250,accept_0.85
0.8755020080321285,190,28,0.8715596330275229,218,0.9344262295081968,0.8675438596491228,0.971830985915493,0.8319473199907983,0.7630522088353414,5,0.11244979919678715,lightgbm_full,0.8313253012048193,207,0.5483870967741935,31,249,accept_0.85
0.884,199,22,0.9004524886877828,221,0.8925619834710744,0.899074074074074,0.9295774647887324,0.8796831955922865,0.796,1,0.088,lightgbm_full,0.848,212,0.4482758620689655,29,250,accept_0.90
0.928,190,42,0.8189655172413793,232,0.9834710743801653,0.7634453781512605,1.0,0.7528504359490275,0.76,2,0.168,lightgbm_full,0.792,198,0.4444444444444444,18,250,accept_0.90
0.868,187,30,0.8617511520737328,217,0.9256198347107438,0.856845238095238,0.971830985915493,0.8277777777777777,0.748,3,0.12,lightgbm_full,0.816,204,0.5151515151515151,33,250,accept_0.90
0.904,195,31,0.8628318584070797,226,0.926829268292683,0.8426900584795322,0.9444444444444444,0.8156162464985994,0.78,4,0.124,lightgbm_full,0.824,206,0.4583333333333333,24,250,accept_0.90
0.9196787148594378,198,31,0.8646288209606987,229,0.9508196721311475,0.8557471264367816,0.971830985915493,0.8188635840809754,0.7951807228915663,5,0.12449799196787148,lightgbm_full,0.8313253012048193,207,0.45,20,249,accept_0.90
0.7,161,14,0.92,175,0.7768595041322314,0.9122340425531915,0.8732394366197183,0.9037634408602151,0.644,1,0.056,logistic_sourcebalanced_full,0.848,212,0.68,75,250,accept_0.70
0.712,155,23,0.8707865168539326,178,0.7520661157024794,0.8510989010989011,0.8732394366197183,0.8220430107526882,0.62,2,0.092,logistic_sourcebalanced_full,0.792,198,0.5972222222222222,72,250,accept_0.70
0.676,156,13,0.9230769230769231,169,0.7355371900826446,0.9168539325842696,0.8450704225352113,0.8980555555555556,0.624,3,0.052,logistic_sourcebalanced_full,0.816,204,0.5925925925925926,81,250,accept_0.70
0.704,160,16,0.9090909090909091,176,0.7560975609756098,0.9023297491039427,0.8055555555555556,0.8889983579638752,0.64,4,0.064,logistic_sourcebalanced_full,0.824,206,0.6216216216216216,74,250,accept_0.70
0.7108433734939759,154,23,0.8700564971751412,177,0.7540983606557377,0.8760869565217392,0.8169014084507042,0.8493773946360154,0.6184738955823293,5,0.09236947791164658,logistic_sourcebalanced_full,0.8313253012048193,207,0.7361111111111112,72,249,accept_0.70
0.736,167,17,0.907608695652174,184,0.8016528925619835,0.8960481099656358,0.9014084507042254,0.8872395833333333,0.668,1,0.068,logistic_sourcebalanced_full,0.848,212,0.6818181818181818,66,250,accept_0.75
0.76,164,26,0.8631578947368421,190,0.7933884297520661,0.8354166666666667,0.9154929577464789,0.8033333333333333,0.656,2,0.104,logistic_sourcebalanced_full,0.792,198,0.5666666666666667,60,250,accept_0.75
0.732,166,17,0.907103825136612,183,0.8016528925619835,0.8939862542955327,0.9014084507042254,0.8596354166666667,0.664,3,0.068,logistic_sourcebalanced_full,0.816,204,0.5671641791044776,67,250,accept_0.75
0.76,169,21,0.8894736842105263,190,0.8130081300813008,0.8816666666666667,0.8472222222222222,0.8747853239656518,0.676,4,0.084,logistic_sourcebalanced_full,0.824,206,0.6166666666666667,60,250,accept_0.75
0.7630522088353414,166,24,0.8736842105263158,190,0.8114754098360656,0.8764309764309764,0.8732394366197183,0.8491487455197133,0.6666666666666666,5,0.0963855421686747,logistic_sourcebalanced_full,0.8313253012048193,207,0.6949152542372882,59,249,accept_0.75
0.792,180,18,0.9090909090909091,198,0.8429752066115702,0.8962418300653595,0.9154929577464789,0.8867765567765568,0.72,1,0.072,logistic_sourcebalanced_full,0.848,212,0.6153846153846154,52,250,accept_0.80
0.8,169,31,0.845,200,0.859504132231405,0.8080128205128205,0.9577464788732394,0.7786764705882353,0.676,2,0.124,logistic_sourcebalanced_full,0.792,198,0.58,50,250,accept_0.80
0.792,176,22,0.8888888888888888,198,0.859504132231405,0.8751602564102564,0.9295774647887324,0.8532828282828283,0.704,3,0.088,logistic_sourcebalanced_full,0.816,204,0.5384615384615384,52,250,accept_0.80
0.808,179,23,0.8861386138613861,202,0.8536585365853658,0.8793650793650793,0.8611111111111112,0.8692780337941628,0.716,4,0.092,logistic_sourcebalanced_full,0.824,206,0.5625,48,250,accept_0.80
0.8112449799196787,175,27,0.8663366336633663,202,0.860655737704918,0.8647619047619047,0.9436619718309859,0.8307628524046434,0.7028112449799196,5,0.10843373493975904,logistic_sourcebalanced_full,0.8313253012048193,207,0.6808510638297872,47,249,accept_0.80
0.832,186,22,0.8942307692307693,208,0.8842975206611571,0.8761682242990654,0.9295774647887324,0.8645021645021645,0.744,1,0.088,logistic_sourcebalanced_full,0.848,212,0.6190476190476191,42,250,accept_0.85
0.848,176,36,0.8301886792452831,212,0.8925619834710744,0.7932098765432098,0.9859154929577465,0.7578571428571429,0.704,2,0.144,logistic_sourcebalanced_full,0.792,198,0.5789473684210527,38,250,accept_0.85
0.828,183,24,0.8840579710144928,207,0.8925619834710744,0.865895061728395,0.9436619718309859,0.8430348258706468,0.732,3,0.096,logistic_sourcebalanced_full,0.816,204,0.4883720930232558,43,250,accept_0.85
0.872,188,30,0.8623853211009175,218,0.9105691056910569,0.8483630952380953,0.9166666666666666,0.8234126984126984,0.752,4,0.12,logistic_sourcebalanced_full,0.824,206,0.5625,32,250,accept_0.85
0.8714859437751004,188,29,0.8663594470046083,217,0.9098360655737705,0.8660660660660661,0.971830985915493,0.8250402576489533,0.7550200803212851,5,0.11646586345381527,logistic_sourcebalanced_full,0.8313253012048193,207,0.59375,32,249,accept_0.85
0.896,195,29,0.8705357142857143,224,0.9338842975206612,0.8547197640117994,0.9577464788732394,0.8347975553857907,0.78,1,0.116,logistic_sourcebalanced_full,0.848,212,0.6538461538461539,26,250,accept_0.90
0.908,187,40,0.8237885462555066,227,0.9338842975206612,0.7789085545722714,0.9859154929577465,0.7492176870748299,0.748,2,0.16,logistic_sourcebalanced_full,0.792,198,0.4782608695652174,23,250,accept_0.90
0.864,189,27,0.875,216,0.9173553719008265,0.8605105105105105,0.9577464788732394,0.8313725490196079,0.756,3,0.108,logistic_sourcebalanced_full,0.816,204,0.4411764705882353,34,250,accept_0.90
0.912,195,33,0.8552631578947368,228,0.9512195121951219,0.8388888888888889,0.9722222222222222,0.8049319727891157,0.78,4,0.132,logistic_sourcebalanced_full,0.824,206,0.5,22,250,accept_0.90
0.9236947791164659,198,32,0.8608695652173913,230,0.9344262295081968,0.8568713450292398,0.9859154929577465,0.8090702947845805,0.7951807228915663,5,0.1285140562248996,logistic_sourcebalanced_full,0.8313253012048193,207,0.47368421052631576,19,249,accept_0.90
0.68,158,12,0.9294117647058824,170,0.7768595041322314,0.8968085106382979,0.8732394366197183,0.8908602150537634,0.632,1,0.048,histgb_sourcebalanced_full,0.848,212,0.675,80,250,accept_0.70
0.748,162,25,0.8663101604278075,187,0.8347107438016529,0.8328382838283829,0.9436619718309859,0.8281094527363184,0.648,2,0.1,histgb_sourcebalanced_full,0.792,198,0.5714285714285714,63,250,accept_0.70
0.712,159,19,0.8932584269662921,178,0.7851239669421488,0.8835087719298246,0.9014084507042254,0.8671875,0.636,3,0.076,histgb_sourcebalanced_full,0.816,204,0.625,72,250,accept_0.70
0.656,151,13,0.9207317073170732,164,0.7886178861788617,0.9134020618556701,0.8472222222222222,0.9016393442622951,0.604,4,0.052,histgb_sourcebalanced_full,0.824,206,0.6395348837209303,86,250,accept_0.70
0.7068273092369478,158,18,0.8977272727272727,176,0.8524590163934426,0.8870192307692307,0.9154929577464789,0.8592307692307692,0.6345381526104418,5,0.07228915662650602,histgb_sourcebalanced_full,0.8313253012048193,207,0.6712328767123288,73,249,accept_0.70
0.74,169,16,0.9135135135135135,185,0.8181818181818182,0.8905723905723906,0.9154929577464789,0.8780885780885781,0.676,1,0.064,histgb_sourcebalanced_full,0.848,212,0.6615384615384615,65,250,accept_0.75
0.792,170,28,0.8585858585858586,198,0.859504132231405,0.8184294871794872,0.9436619718309859,0.8234896943852168,0.68,2,0.112,histgb_sourcebalanced_full,0.792,198,0.5384615384615384,52,250,accept_0.75
0.736,165,19,0.8967391304347826,184,0.8016528925619835,0.8859106529209622,0.9154929577464789,0.8717948717948718,0.66,3,0.076,histgb_sourcebalanced_full,0.816,204,0.5909090909090909,66,250,accept_0.75
0.736,168,16,0.9130434782608695,184,0.8211382113821138,0.9084158415841584,0.8472222222222222,0.9026541764246683,0.672,4,0.064,histgb_sourcebalanced_full,0.824,206,0.5757575757575758,66,250,accept_0.75
0.7469879518072289,168,18,0.9032258064516129,186,0.860655737704918,0.8949206349206349,0.9295774647887324,0.8732323232323232,0.6746987951807228,5,0.07228915662650602,histgb_sourcebalanced_full,0.8313253012048193,207,0.6190476190476191,63,249,accept_0.75
0.784,179,17,0.9132653061224489,196,0.8347107438016529,0.900990099009901,0.9154929577464789,0.8857808857808858,0.716,1,0.068,histgb_sourcebalanced_full,0.848,212,0.6111111111111112,54,250,accept_0.80
0.832,176,32,0.8461538461538461,208,0.8925619834710744,0.7996913580246914,0.9436619718309859,0.807320540156361,0.704,2,0.128,histgb_sourcebalanced_full,0.792,198,0.5238095238095238,42,250,accept_0.80
0.776,172,22,0.8865979381443299,194,0.8347107438016529,0.8780528052805281,0.9295774647887324,0.8573232323232324,0.688,3,0.088,histgb_sourcebalanced_full,0.816,204,0.5714285714285714,56,250,accept_0.80
0.796,180,19,0.9045226130653267,199,0.8780487804878049,0.8989197530864198,0.8888888888888888,0.8902901785714286,0.72,4,0.076,histgb_sourcebalanced_full,0.824,206,0.5098039215686274,51,250,accept_0.80
